TITLE,A9N lit
DATA TYPE,
ORIGIN,JASCO
OWNER,
DATE,23/02/13
TIME,16:28:08
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
XUNITS,Temperature[C]
YUNITS,CD [mdeg]
Y2UNITS,HT [V]
FIRSTX,   15.0000
LASTX,   80.0400
NPOINTS,     131
XYDATA
15.0000,-60.0802,427.321
15.5100,-60.2116,427.309
15.9900,-61.4993,426.832
16.5000,-59.9064,427.207
16.9900,-60.3244,427.499
17.4900,-60.2689,427.201
18.0000,-59.4499,427.419
18.5000,-49.3954,360.256
19.0100,-61.1839,426.829
19.4900,-61.0543,426.823
19.9800,-60.6962,426.8
20.5000,-59.446,426.82
20.9800,-59.4273,426.882
21.5100,-60.3653,427.153
22.0000,-59.2998,426.798
22.4900,-58.3814,426.862
22.9900,-60.8191,426.984
23.4900,-59.6106,427.299
23.9900,-50.2821,358.207
24.4800,-61.5307,426.638
24.9800,-60.3837,426.738
25.4900,-59.6553,427.069
25.9900,-55.8484,427.544
26.5000,-62.1429,426.394
27.0000,-58.7505,426.681
27.4900,-59.0571,427.012
27.9800,-58.6535,427.251
28.4800,-61.1408,426.506
28.9600,-59.0732,426.667
29.4800,-59.6193,427.451
29.9900,-57.9986,426.678
30.4900,-58.1794,426.691
31.0000,-46.2974,387.51
31.4900,-58.7641,427.085
32.0000,-57.9449,426.879
32.4800,-58.9676,426.809
32.9900,-57.7239,427.271
33.5000,-57.0656,427.016
34.0100,-56.1327,427.594
34.4900,-57.1343,427.54
35.0000,-57.0594,427.021
35.5000,-54.5607,427.823
36.0000,-55.8432,427.102
36.5100,-56.5271,426.45
36.9900,-54.1983,427.835
37.5200,-54.1064,427.565
37.9900,-52.7219,428.638
38.4900,-53.7911,428.391
38.9800,-52.3992,429.316
39.4900,-50.747,430.073
39.9900,-52.3765,430.337
40.5000,-51.638,431.265
40.9800,-51.3943,433.094
41.5000,-49.2617,434.546
41.9900,-49.7468,435.831
42.4900,-47.2795,438.328
42.9900,-49.5848,439.911
43.4900,-48.6681,440.684
43.9800,-46.2422,443.132
44.4900,-46.1557,445.19
45.0000,-50.3948,445.919
45.5000,-47.4235,447.037
46.0100,-46.746,437.096
46.4900,-32.517,357.452
46.9700,-48.7936,451.281
47.4800,-48.3167,452.477
47.9900,-47.2372,453.178
48.4800,-49.9339,454.731
48.9900,-47.9913,455.326
49.5000,-48.7414,455.939
50.0000,-45.4799,456.649
50.5100,-47.7707,456.929
50.9800,-49.4942,457.381
51.4900,-49.1426,458.133
52.0100,-49.2488,458.717
52.4900,-33.6968,358.942
52.9900,-32.9747,361.02
53.5000,-49.7517,461.307
53.9800,-50.006,461.591
54.5000,-48.2937,462.173
54.9900,-49.6493,462.358
55.5100,-48.5918,462.803
56.0100,-49.7002,463.173
56.5000,-40.5792,433.352
57.0300,-50.8444,463.507
57.5100,-51.0074,464.472
58.0200,-52.4153,465.38
58.5200,-51.8261,464.943
59.0000,-51.5735,465.632
59.5100,-52.5653,466.529
60.0100,-52.5663,466.198
60.4900,-35.1015,357.951
61.0000,-36.5354,382.155
61.5100,-50.7823,468.699
61.9900,-53.8363,469.228
62.4900,-54.4504,469.595
63.0100,-54.7399,469.512
63.5100,-52.3148,470.385
63.9900,-54.3348,470.913
64.5000,-52.4334,471.788
65.0100,-34.5081,372.16
65.4700,-50.9256,473.198
65.9800,-51.1147,473.721
66.5000,-51.5301,473.518
67.0000,-54.0897,473.948
67.5400,-53.7945,474.738
67.9900,-52.7904,475.129
68.5100,-54.8781,476.087
69.0000,-52.2264,476.842
69.5000,-56.1615,477.072
70.0000,-52.5746,478.161
70.4800,-52.3201,478.749
71.0100,-53.3086,478.834
71.5000,-52.9114,479.788
71.9900,-35.1535,360.352
72.5100,-48.2411,481.299
73.0100,-52.2939,481.036
73.5300,-50.8568,481.887
74.0200,-52.9269,482.076
74.5000,-54.6878,482.821
75.0100,-54.0372,483.908
75.5000,-52.3167,480.682
75.9800,-33.6373,361.83
76.5000,-53.6879,485.178
77.0200,-54.9891,486.041
77.5100,-54.5758,486.766
78.0100,-54.6343,487.702
78.5000,-53.0448,487.504
78.9500,-55.2736,488.029
79.5200,-56.2292,488.935
80.0400,-55.4697,489.924

##### Extended Information
[Comments]
Sample name,A9N lit
Comment
User
Division
Company,UT Southwestern Medical Center at Dallas

[Detailed Information]
Creation date,2/13/2023 5:28 PM

Data array type,Non-linear data array * 2
Horizontal axis,Temperature [C]
Vertical axis(1),CD [mdeg]
Vertical axis(2),HT [V]
Start,15 C
End,80.04 C
Data points,131     

[Measurement Information]
Instrument name,Jasco CD
Model name,J-815
Serial No.,B064061168

Accessory,CDF-426S
Accessory S/N,A00861183
  Control sonsor,Holder
  Monitor sensor,Holder
  Start Mode,Keep target temperature +/-0.10 deg C while 5 seconds
  Cell length,10 mm

Measurement date,2/13/2023 5:28 PM

Photometric mode,CD, HT
Sensitivity,Standard
D.I.T.,1 sec
Bandwidth,1.00 nm
Monitor wavelength,222 nm
Baseline correction,None
Shutter control,Manual
CD detector,PMT
PMT voltage,Auto

Concentration,0.95 (w/v)%
Solvent,50mM Naph04 ph 6.5 NaF 100mM 

